player_name,role,Runs 2025,bat_avg,Wkts 2025,bowl_avg,strike_rate,highest_score,economy,Bowling SR,team,format,wickets,name_key,bbi_wkts,designation,role_sq,runs,innings,matches_played,centuries,five_wickets,batting_score,bowling_score,allrounder_score,is_wicketkeeper,is_batter,is_bowler,is_spin_bowler,is_pace_bowler,is_allrounder,is_batting_ar,is_bowling_ar,high_striker,power_hitter,elite_striker,experienced_batter,elite_batter,wicket_taker,economy_bowler,century_scorer,role_encoded,is_in_probable_11
Finn Allen,Batter,720,36.0,0.0,0.0,162.5,105.0,0.0,0.0,New Zealand,T20,0.0,finn allen,,,Batter,0.0,0.0,0.0,0.0,0.0,69.7402484579967,0.0,17.46965246053146,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1
Harry Brook,Batter,610,38.2,0.0,0.0,158.0,85.0,0.0,0.0,England,T20,0.0,harry brook,,Captain,Batter,0.0,0.0,0.0,0.0,0.0,69.31022500217183,0.0,17.336690664948886,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
Matthew Short,Batter,580,34.0,18.0,28.0,162.4,72.0,7.9,21.3,Australia,T20,0.0,matthew short,,,,0.0,0.0,0.0,0.0,0.0,68.12874641647122,1.4433589002671887,18.210564626599794,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1
Najibullah Zadran,Batter,240,24.0,0.0,0.0,152.0,72.0,0.0,0.0,Afghanistan,T20,0.0,najibullah zadran,,,,1830.0,95.0,107.0,0.0,0.0,68.05924767613588,0.0,16.949892714163223,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Mohammad Haris,Wicketkeeper,610,46.9,,0.0,132.5,104.0,0.0,0.0,Pakistan,T20,0.0,mohammad haris,,,,555.0,34.0,35.0,1.0,0.0,67.7855963860655,0.0,16.865280662428848,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,1
Shivam Dube,Batting All-Rounder,700,34.0,18.0,32.0,160.5,95.0,8.8,21.8,India,T20,0.0,shivam dube,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,67.22091912084093,1.1839552600622247,17.707158780138673,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,2,1
Dewald Brevis,Batter,600,33.0,,36.0,162.0,110.0,8.25,26.2,South Africa,T20,8.0,dewald brevis,,,Batter,0.0,0.0,0.0,0.0,0.0,67.15576405177657,5.326339310386152,21.24342058517316,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1
Ishan Kishan,Wicketkeeper,700,34.0,0.0,0.0,140.0,89.0,0.0,0.0,India,T20,0.0,ishan kishan,,,Wicketkeeper-Batter,1328.0,45.0,45.0,1.0,0.0,66.65537312136216,0.0,16.515819458281516,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0
Mohammad Nabi,Batting All-Rounder,210,23.33,11.0,24.8,140.0,54.0,7.2,20.7,Afghanistan,T20,109.0,mohammad nabi,,,All-Rounder,2448.0,140.0,152.0,0.0,0.0,66.09677699591695,57.50044278701886,65.70960477590691,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,2,1
Josh Inglis,Wicketkeeper,540,33.0,0.0,0.0,158.2,110.0,0.0,0.0,Australia,T20,0.0,josh inglis,,,Wicketkeeper-Batter,0.0,0.0,0.0,0.0,0.0,65.34010946051603,0.0,16.10914439058048,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,1
Glenn Phillips,Batting All-Rounder,850,36.0,20.0,32.0,152.8,74.0,7.85,24.5,New Zealand,T20,0.0,glenn phillips,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,65.10555121188428,1.377572623663597,17.219322680829695,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,2,1
Jimmy Neesham,Bowling All-Rounder,600,32.0,28.0,30.0,158.4,64.0,8.9,20.2,New Zealand,T20,0.0,jimmy neesham,,,,0.0,0.0,0.0,0.0,0.0,64.65380939970463,1.201976502463543,16.92888913172892,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,4,1
Saim Ayub,Batter,420,28.0,,35.5,145.4,82.0,8.25,25.8,Pakistan,T20,4.0,saim ayub,Mar-35,,Batter,1298.0,64.0,67.0,0.0,0.0,64.3358526626705,3.2852391289058525,18.619144860692156,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Sanju Samson,Wicketkeeper,680,33.0,0.0,0.0,155.0,119.0,0.0,0.0,India,T20,0.0,sanju samson,,,Wicketkeeper-Batter,0.0,0.0,0.0,0.0,0.0,63.81113717313873,0.0,15.636391339620204,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,1
Salman Ali Agha,Batting All-Rounder,306,36.6,,6.9,149.1,76.0,7.9,16.5,Pakistan,T20,6.0,salman ali agha,,Captain,All-Rounder,0.0,0.0,0.0,0.0,0.0,63.80679350186779,6.402225547911508,21.131622940277662,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,2,1
Mitchell Marsh,Batter,520,32.5,15.0,30.0,155.4,75.0,8.4,21.4,Australia,T20,0.0,mitchell marsh,,Captain,All-Rounder,0.0,0.0,0.0,0.0,0.0,63.611328294674664,1.2961380825203053,16.687399105606378,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Will Jacks,Batting All-Rounder,450,28.1,12.0,30.0,162.1,76.0,8.45,21.3,England,T20,0.0,will jacks,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,63.37242637477196,1.2862204723131434,16.60501676404667,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,2,1
Ibrahim Zadran,Batter,410,34.16,0.0,0.0,125.0,82.0,0.0,0.0,Afghanistan,T20,0.0,ibrahim zadran,,,Batter,1865.0,65.0,65.0,0.0,0.0,63.34549561289201,0.0,15.492416546827762,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
David Miller,Batter,720,38.0,,0.0,145.8,72.0,0.0,0.0,South Africa,T20,0.0,david miller,,,Batter,0.0,0.0,0.0,0.0,0.0,63.324645990791424,0.0,15.48596991431467,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
Donovan Ferreira,Batter,500,30.0,,42.0,158.4,55.0,8.15,30.9,South Africa,T20,4.0,donovan ferreira,,,,0.0,0.0,0.0,0.0,0.0,63.09008774215967,3.230851542872489,18.187264582579314,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Kusal Mendis,Wicketkeeper,420,30.0,,0.0,158.2,82.0,0.0,0.0,Sri Lanka,T20,0.0,kusal mendis,,,Wicketkeeper-Batter,0.0,0.0,0.0,0.0,0.0,62.99452697419859,0.0,15.383898232857337,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1
Usman Khan,Wicketkeeper,340,30.9,,0.0,148.5,75.0,0.0,0.0,Pakistan,T20,0.0,usman khan,,,Batter,474.0,32.0,38.0,0.0,0.0,62.357744765876134,0.0,15.187007331519911,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,0
Tristan Stubbs,Batting All-Rounder,580,31.0,,38.0,155.2,64.0,8.4,27.1,South Africa,T20,6.0,tristan stubbs,,,Batter,0.0,0.0,0.0,0.0,0.0,62.34297628355486,4.246673622777797,18.828385397126244,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,2,1
Hardik Pandya,Batting All-Rounder,750,35.0,30.0,28.0,148.1,64.0,7.9,21.3,India,T20,0.0,hardik pandya,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,62.078012336026404,1.4433589002671887,16.339698149362146,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,2,0
Azmatullah Omarzai,Bowling All-Rounder,290,26.36,14.0,22.5,148.5,66.0,7.8,17.3,Afghanistan,T20,54.0,azmatullah omarzai,,,All-Rounder,808.0,55.0,66.0,0.0,0.0,61.12935453044915,29.263167746067488,39.93082950279479,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,4,1
Shimron Hetmyer,Batter,556,23.17,,0.0,164.07,63.0,0.0,0.0,West Indies,T20,0.0,shimron hetmyer,,,Batter,0.0,0.0,0.0,0.0,0.0,60.45912605334027,0.0,14.599960858296239,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
Pathum Nissanka,Batter,490,35.0,,0.0,144.5,95.0,0.0,0.0,Sri Lanka,T20,0.0,pathum nissanka,,,Batter,0.0,0.0,0.0,0.0,0.0,60.357918512726954,0.0,14.56866782963893,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
Quinton de Kock,Wicketkeeper,620,32.0,,0.0,148.6,78.0,0.0,0.0,South Africa,T20,0.0,quinton de kock,,,Wicketkeeper-Batter,0.0,0.0,0.0,0.0,0.0,59.971331769611666,0.0,14.449136518458634,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,1
Tim Seifert,Wicketkeeper,657,33.0,0.0,0.0,145.2,88.0,0.0,0.0,New Zealand,T20,0.0,tim seifert,,,Wicketkeeper-Batter,0.0,0.0,0.0,0.0,0.0,59.128659543045785,0.0,14.188585121054395,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,1
Rashid Khan,Bowling All-Rounder,110,18.33,25.0,17.8,160.0,35.0,6.4,16.7,Afghanistan,T20,191.0,rashid khan,18-Apr,Captain,All-Rounder,613.0,69.0,114.0,0.0,0.0,58.9905307966293,99.99999999999999,100.0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,4,1
Sediqullah Atal,Batter,380,31.66,0.0,0.0,138.0,75.0,0.0,0.0,Afghanistan,T20,0.0,sediqullah atal,,,Batter,621.0,29.0,29.0,0.0,0.0,58.95665016071584,0.0,14.135400402821368,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
Tom Banton,Wicketkeeper,520,32.5,0.0,0.0,145.5,82.0,0.0,0.0,England,T20,0.0,jonny bairstow,,,,0.0,0.0,0.0,0.0,0.0,58.881070280601165,0.0,14.1120313599614,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,0
Daryl Mitchell,Batting All-Rounder,700,35.0,15.0,34.0,140.6,82.0,8.2,24.9,New Zealand,T20,0.0,daryl mitchell,,,Batter,0.0,0.0,0.0,0.0,0.0,58.49448353748588,1.269257905093506,15.082210302206907,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,2,0
Rovman Powell,Batting All-Rounder,380,33.8,,36.0,142.2,107.0,8.5,25.4,West Indies,T20,4.0,rovman powell,,Captain,All-Rounder,0.0,0.0,0.0,0.0,0.0,58.32073668664755,3.2282863727261106,16.710395090855297,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,2,1
Sherfane Rutherford,Batter,320,35.5,,0.0,138.5,68.0,0.0,0.0,West Indies,T20,0.0,sherfane rutherford,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,57.88202588828078,0.0,13.803130218708958,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
Tim Robinson,Batter,386,29.0,0.0,0.0,148.5,55.0,0.0,0.0,New Zealand,T20,0.0,tim robinson,,,,0.0,0.0,0.0,0.0,0.0,57.5779688993137,0.0,13.709116827892991,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Marcus Stoinis,Batting All-Rounder,620,31.0,26.0,30.0,145.0,62.0,8.35,21.6,Australia,T20,0.0,marcus stoinis,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,57.46937711753975,1.3061744665024033,14.796945260654937,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,2,1
Ross Adair,Batter,390,30.0,0.0,0.0,145.8,100.0,0.0,0.0,Ireland,T20,0.0,ross adair,,,Batter,0.0,0.0,0.0,0.0,0.0,57.0697593606116,0.0,13.551980160386314,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Ben Duckett,Wicketkeeper,480,34.2,0.0,0.0,138.5,84.0,0.0,0.0,England,T20,0.0,ben duckett,,,,0.0,0.0,0.0,0.0,0.0,56.86560681087656,0.0,13.4888568836956,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0
Pavan Rathnayake,Batter,266,29.59,,0.0,142.0,60.0,0.0,0.0,Sri Lanka,T20,0.0,pavan rathnayake,,,All-Rounder,266.0,10.0,12.0,0.0,0.0,56.78220832247416,0.0,13.463070353643218,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Devon Conway,Batter,780,34.0,0.0,0.0,138.4,92.0,0.0,0.0,New Zealand,T20,0.0,devon conway,,,,0.0,0.0,0.0,0.0,0.0,56.661454261141515,0.0,13.42573360700488,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
Mohammad Nawaz,Bowling All-Rounder,280,25.4,,28.8,138.6,62.0,7.95,21.7,Pakistan,T20,7.0,mohammad nawaz,19-May,,All-Rounder,911.0,69.0,98.0,0.0,0.0,56.364347146207976,4.998764175096283,17.625514278017494,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,4,1
Liam Livingstone,Batting All-Rounder,400,25.0,15.0,28.5,152.4,64.0,8.2,20.9,England,T20,0.0,liam livingstone,,,,0.0,0.0,0.0,0.0,0.0,56.31396055946486,1.3673317093123787,14.492200390520853,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,1
Kamil Mishara,Wicketkeeper,380,29.23,,0.0,145.4,78.0,0.0,0.0,Sri Lanka,T20,0.0,kamil mishara,,,Batter,0.0,0.0,0.0,0.0,0.0,56.27660498653462,0.0,13.306739515200679,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0
Ryan Rickelton,Wicketkeeper,700,36.0,,0.0,132.4,91.0,0.0,0.0,South Africa,T20,0.0,ryan rickelton,,,Batter,0.0,0.0,0.0,0.0,0.0,55.35835287985405,0.0,13.022819074936471,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0
Mark Chapman,Batter,600,30.0,6.0,40.0,142.1,70.0,8.4,28.6,New Zealand,T20,0.0,mark chapman,,,Batter,0.0,0.0,0.0,0.0,0.0,55.3018851533316,1.1521479063262325,13.99452593529282,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Aiden Markram,Batter,650,34.0,,32.0,135.5,82.0,7.85,24.5,South Africa,T20,10.0,aiden markram,,Captain,All-Rounder,0.0,0.0,0.0,0.0,0.0,55.27582312570584,6.497223332786185,18.575435319521755,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
Azam Khan,Wicketkeeper,210,21.0,,0.0,155.2,64.0,0.0,0.0,Pakistan,T20,0.0,azam khan,,,Wicketkeeper-Batter,88.0,13.0,14.0,0.0,0.0,55.13595691078099,0.0,12.954054994796795,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0
Tawhid Hridoy,Batter,410,31.53,0.0,0.0,138.6,92.0,0.0,0.0,Bangladesh,T20,0.0,tawhid hridoy,,,,0.0,0.0,0.0,0.0,0.0,54.825818782034574,0.0,12.858161336164514,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
Lorcan Tucker,Wicketkeeper,420,35.0,0.0,0.0,132.5,94.0,0.0,0.0,Ireland,T20,0.0,lorcan tucker,,,Wicketkeeper-Batter,0.0,0.0,0.0,0.0,0.0,54.62427243506211,0.0,12.795843888537938,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1
Tanzid Hasan,Batter,350,25.0,0.0,0.0,132.0,68.0,0.0,0.0,Bangladesh,T20,0.0,tanzid hasan,,,,1140.0,46.0,46.0,0.0,0.0,54.489618625662416,0.0,12.75420938689087,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Axar Patel,Bowling All-Rounder,580,31.0,30.0,27.0,138.5,44.0,7.2,22.5,India,T20,0.0,axar patel,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,54.363652158804626,1.6394797372193994,14.122821945709674,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,4,1
Karim Janat,Bowling All-Rounder,180,20.0,9.0,26.4,145.0,48.0,8.5,18.6,Afghanistan,T20,42.0,karim janat,,,All-Rounder,759.0,56.0,75.0,0.0,0.0,54.14386239249413,22.857492614293854,32.27140274212216,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,4,0
Washington Sundar,Bowling All-Rounder,600,30.0,28.0,29.0,135.5,46.0,7.1,24.5,India,T20,51.0,washington sundar,,,,265.0,25.0,60.0,0.0,0.0,53.990096429502216,27.733104590822112,36.409772770617465,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,4,1
Charith Asalanka,Batting All-Rounder,255,34.61,,26.0,131.8,64.0,7.85,19.9,Sri Lanka,T20,3.0,charith asalanka,,,Batter,0.0,0.0,0.0,0.0,0.0,53.984884023977074,3.0380747196452442,15.20645958966482,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,2,1
Paul Stirling,Batter,480,32.0,0.0,0.0,135.2,115.0,0.0,0.0,Ireland,T20,0.0,paul stirling,,Captain,Batter,0.0,0.0,0.0,0.0,0.0,53.56876031621927,0.0,12.469483117562525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
Brian Bennett,Batter,410,31.53,,28.0,135.5,75.0,7.8,21.5,Zimbabwe,T20,5.0,brian bennett,,,Batter,0.0,0.0,0.0,0.0,0.0,53.34462687863784,4.026032420115868,15.856696677020008,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
Rachin Ravindra,Batting All-Rounder,620,32.0,22.0,30.0,134.2,68.0,7.45,24.2,New Zealand,T20,0.0,rachin ravindra,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,53.090956476413865,1.5098659105417624,13.618029937480049,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,2,0
Cameron Green,Batting All-Rounder,410,27.0,14.0,33.0,142.1,55.0,8.8,22.5,Australia,T20,0.0,cameron green,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,52.95630266701416,1.1675927400401709,13.282539804230147,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0
Cooper Connolly,Batting All-Rounder,350,29.0,16.0,31.0,138.5,44.0,7.85,23.7,Australia,T20,0.0,cooper connolly,,,,0.0,0.0,0.0,0.0,0.0,52.79993050125967,1.3949907901386864,13.429420663876293,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0
Shamim Hossain,Batter,190,21.11,2.0,34.0,142.5,52.0,8.4,24.3,Bangladesh,T20,2.0,shamim hossain,,,,610.0,39.0,48.0,0.0,0.0,52.78168708192163,2.252308141429965,14.159822160729675,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Harry Tector,Batter,450,34.61,3.0,28.0,128.4,85.0,7.5,22.4,Ireland,T20,0.0,harry tector,,,Batter,0.0,0.0,0.0,0.0,0.0,52.3603509686387,1.5384072678627136,13.416633122087745,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
Johnson Charles,Wicketkeeper,390,30.0,,0.0,134.4,118.0,0.0,0.0,West Indies,T20,0.0,johnson charles,,,Batter,0.0,0.0,0.0,0.0,0.0,51.622795586829994,0.0,11.867797416340377,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
Brandon King,Batter,410,31.5,,0.0,131.8,85.0,0.0,0.0,West Indies,T20,0.0,brandon king,,,Batter,0.0,0.0,0.0,0.0,0.0,51.55329684649466,0.0,11.846308641296723,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
Gareth Delany,Bowling All-Rounder,210,26.25,15.0,21.5,140.2,66.0,7.8,16.5,Ireland,T20,0.0,gareth delany,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,51.46207974980453,1.652772410124968,13.237077895492597,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,4,1
Michael Bracewell,Batting All-Rounder,560,31.0,30.0,29.0,132.0,52.0,7.65,22.7,New Zealand,T20,0.0,michael bracewell,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,51.2579272000695,1.4803199852046158,13.025897100381304,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,2,0
Ryan Burl,Batting All-Rounder,310,25.83,,23.5,140.2,58.0,7.5,18.8,Zimbabwe,T20,12.0,ryan burl,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,51.133698201720094,7.8001563485131635,18.413326051525676,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,2,1
Steve Smith,Batter,480,30.0,10.0,32.0,132.4,78.0,8.2,23.4,Australia,T20,0.0,steve smith,,,,0.0,0.0,0.0,0.0,0.0,50.66718790721919,1.3010204439598452,12.689306462362484,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Shadab Khan,Bowling All-Rounder,170,18.8,,26.4,135.0,52.0,7.8,20.3,Pakistan,T20,14.0,shadab khan,,,All-Rounder,1009.0,69.0,124.0,0.0,0.0,50.16505950829641,8.671118104090892,18.861582833407677,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,4,0
Faheem Ashraf,Bowling All-Rounder,190,23.75,,21.5,132.4,48.0,6.85,18.8,Pakistan,T20,15.0,faheem ashraf,23-Apr,,All-Rounder,594.0,59.0,85.0,0.0,0.0,49.90878290330987,9.582577642395464,19.564868576013456,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,4,0
Mitchell Santner,Bowling All-Rounder,540,30.0,34.0,28.0,128.5,45.0,7.1,23.7,New Zealand,T20,0.0,mitchell santner,,Captain,All-Rounder,0.0,0.0,0.0,0.0,0.0,48.80375293197811,1.6441653106802696,12.407742700258545,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,4,1
Vaibhav Sooryavanshi,Batter,158,32.0,0.0,0.0,124.39,0.0,0.0,0.0,India,T20,0.0,vaibhav sooryavanshi,,,,0.0,0.0,0.0,0.0,0.0,48.40370080792286,0.0,10.872464217287384,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Marco Jansen,Bowling All-Rounder,420,28.0,,29.0,130.5,48.0,7.65,22.7,South Africa,T20,28.0,marco jansen,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,48.19563895404396,15.815341970747866,24.38625547501915,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,4,1
Wanindu Hasaranga,Bowling All-Rounder,140,21.81,,18.5,128.5,45.0,6.8,16.3,Sri Lanka,T20,28.0,wanindu hasaranga,,Captain,All-Rounder,807.0,77.0,95.0,0.0,0.0,48.00886108939275,16.38356054830054,24.81634347322594,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,4,1
