player_name,role,Runs 2025,bat_avg,Wkts 2025,bowl_avg,strike_rate,highest_score,economy,Bowling SR,team,format,wickets,name_key,bbi_wkts,designation,role_sq,runs,innings,matches_played,centuries,five_wickets,batting_score,bowling_score,allrounder_score,is_wicketkeeper,is_batter,is_bowler,is_spin_bowler,is_pace_bowler,is_allrounder,is_batting_ar,is_bowling_ar,high_striker,power_hitter,elite_striker,experienced_batter,elite_batter,wicket_taker,economy_bowler,century_scorer,role_encoded,is_in_probable_11
Rachin Ravindra,Batting All-Rounder,880,44.0,22.0,30.0,98.8,122.0,4.95,36.4,New Zealand,ODI,0.0,rachin ravindra,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,52.63086169067444,1.8349693912867489,15.038591611748252,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,2,0
Devon Conway,Batter,850,46.0,0.0,0.0,89.4,138.0,0.0,0.0,New Zealand,ODI,0.0,devon conway,,,,0.0,0.0,0.0,0.0,0.0,52.61723381348887,0.0,13.371042054352504,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
Phil Salt,Wicketkeeper,750,37.5,0.0,0.0,128.5,122.0,0.0,0.0,England,ODI,0.0,phil salt,,,Wicketkeeper-Batter,0.0,0.0,0.0,0.0,0.0,52.50139685741152,0.0,13.335202427573218,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0
Kusal Mendis,Wicketkeeper,620,44.28,,0.0,95.2,115.0,0.0,0.0,Sri Lanka,ODI,0.0,kusal mendis,,,Wicketkeeper-Batter,0.0,0.0,0.0,0.0,0.0,52.162062715490805,0.0,13.230213403243308,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1
Pavan Rathnayake,Batter,218,43.6,,0.0,91.59,121.0,0.0,0.0,Sri Lanka,ODI,0.0,pavan rathnayake,,,All-Rounder,194.0,4.0,4.0,1.0,0.0,51.83294948145928,0.0,13.12838669892334,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
R. Gurbaz,Wicketkeeper,720,45.0,0.0,0.0,88.5,151.0,0.0,0.0,Afghanistan,ODI,0.0,r. gurbaz,,,,0.0,0.0,0.0,0.0,0.0,51.47930606849371,0.0,13.018970426579518,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1
Cooper Connolly,Batting All-Rounder,670,44.6,3.0,48.0,88.5,105.0,5.4,53.3,Australia,ODI,0.0,cooper connolly,,,,0.0,0.0,0.0,0.0,0.0,49.09772550729773,1.4144783903194247,14.183083784705325,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
Suryakumar Yadav,Batter,650,36.0,0.0,0.0,125.0,88.0,0.0,0.0,India,ODI,0.0,suryakumar yadav,,Captain,Batter,0.0,0.0,0.0,0.0,0.0,50.35500620068412,0.0,12.671115225486453,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Mehidy Hasan Miraz,Bowling All-Rounder,380,34.54,22.0,28.4,82.5,112.0,4.75,35.9,Bangladesh,ODI,128.0,mehidy hasan miraz,Mar-42,,,1827.0,89.0,120.0,2.0,0.0,50.23371809373254,61.48614734448422,68.36854920981736,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,4,1
Mitchell Marsh,Batter,640,40.0,18.0,32.0,105.7,96.0,5.6,34.3,Australia,ODI,0.0,mitchell marsh,,Captain,All-Rounder,0.0,0.0,0.0,0.0,0.0,50.22554136742121,1.5968510368135749,14.07854665980894,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
Soumya Sarkar,Batter,320,29.09,4.0,36.5,92.4,127.0,5.4,40.6,Bangladesh,ODI,17.0,soumya sarkar,,,,2364.0,76.0,81.0,3.0,0.0,49.985690728955156,9.470893067665104,21.14187076728432,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Ben Duckett,Batter,700,41.0,0.0,0.0,98.0,107.0,0.0,0.0,England,ODI,0.0,ben duckett,,,,0.0,0.0,0.0,0.0,0.0,49.60547295547773,0.0,12.43921175809107,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
Aiden Markram,Batter,420,42.0,,38.0,92.4,112.0,5.45,41.8,South Africa,ODI,8.0,aiden markram,,Captain,All-Rounder,0.0,0.0,0.0,0.0,0.0,49.414682674879735,5.246179096264553,17.13565266159139,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
Ishan Kishan,Wicketkeeper,620,34.0,0.0,0.0,104.2,210.0,0.0,0.0,India,ODI,0.0,ishan kishan,,,Wicketkeeper-Batter,933.0,24.0,27.0,1.0,0.0,49.28112947846113,0.0,12.338860803109068,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0
Rishabh Pant,Wicketkeeper,700,38.0,0.0,0.0,108.5,125.0,0.0,0.0,India,ODI,0.0,rishabh pant,,,,0.0,0.0,0.0,0.0,0.0,48.89000940323526,0.0,12.217849357395483,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0
Tanzid Hasan,Batter,490,37.69,0.0,0.0,88.0,116.0,0.0,0.0,Bangladesh,ODI,0.0,tanzid hasan,,,,812.0,33.0,34.0,1.0,0.0,48.830046743618745,0.0,12.199297080003848,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
Andrew Balbirnie,Batter,580,44.61,0.0,0.0,76.4,114.0,0.0,0.0,Ireland,ODI,0.0,andrew balbirnie,,,Batter,0.0,0.0,0.0,0.0,0.0,48.63380531214653,0.0,12.138580535813059,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
Charith Asalanka,Batting All-Rounder,580,41.42,,28.5,90.8,108.0,5.45,31.4,Sri Lanka,ODI,8.0,charith asalanka,,,Batter,0.0,0.0,0.0,0.0,0.0,48.53432180869186,5.445092435303425,17.043579217933647,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,2,0
H. Shahidi,Batter,580,44.61,0.0,0.0,74.2,97.0,0.0,0.0,Afghanistan,ODI,0.0,h. shahidi,,,,0.0,0.0,0.0,0.0,0.0,48.18408536502269,0.0,11.999438455375834,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
Iftikhar Ahmed,Batting All-Rounder,310,34.4,,39.5,105.4,74.0,5.4,43.9,Pakistan,ODI,6.0,iftikhar ahmed,,,,614.0,24.0,28.0,1.0,0.0,48.16909470011857,4.307045370886655,15.898980638249107,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,2,1
Will Jacks,Batting All-Rounder,650,36.0,18.0,35.0,114.0,94.0,5.85,35.9,England,ODI,0.0,will jacks,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,48.106406465064936,1.4739918776040568,13.311524943922933,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,2,1
Paul Stirling,Batter,620,41.33,0.0,0.0,88.5,128.0,0.0,0.0,Ireland,ODI,0.0,paul stirling,,Captain,Batter,0.0,0.0,0.0,0.0,0.0,47.97830441952057,0.0,11.9357704125091,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
Janith Liyanage,Batting All-Rounder,390,39.0,,42.0,94.0,101.0,5.6,45.0,Sri Lanka,ODI,5.0,janith liyanage,,,,0.0,0.0,0.0,0.0,0.0,46.87989751836356,3.7538858651684768,14.998687666033636,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,2,1
Najmul Shanto,Batter,550,42.3,2.0,41.0,78.5,122.0,5.1,48.2,Bangladesh,ODI,0.0,najmul shanto,,,,0.0,0.0,0.0,0.0,0.0,46.85945570258521,1.583807936539393,13.025266173028772,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
Brydon Carse,Bowling All-Rounder,205,37.0,20.0,36.0,102.5,54.0,5.6,38.6,England,ODI,0.0,brydon carse,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,46.70954905354393,1.518114506777355,12.919336770610784,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,4,1
Matthew Short,Batter,520,37.0,10.0,34.0,102.5,88.0,5.25,38.9,Australia,ODI,0.0,matthew short,,,,0.0,0.0,0.0,0.0,0.0,46.70954905354393,1.6520734900063982,13.040765725240718,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
Tom Latham,Wicketkeeper,700,40.0,0.0,0.0,85.6,110.0,0.0,0.0,New Zealand,ODI,0.0,tom latham,,,,0.0,0.0,0.0,0.0,0.0,46.1167363959716,0.0,11.359806528032578,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1
Salman Ali Agha,Batting All-Rounder,380,38.0,,36.4,94.2,85.0,5.25,41.6,Pakistan,ODI,11.0,salman ali agha,,Captain,All-Rounder,0.0,0.0,0.0,0.0,0.0,45.96682974693032,6.724762233655999,17.409178642497032,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,2,1
Alex Carey,Wicketkeeper,610,38.0,0.0,0.0,92.4,67.0,0.0,0.0,Australia,ODI,0.0,alex carey,,,,0.0,0.0,0.0,0.0,0.0,45.59887706291991,0.0,11.199582314195773,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1
Brian Bennett,Batter,390,39.0,,38.5,85.4,94.0,5.2,44.4,Zimbabwe,ODI,4.0,brian bennett,,,Batter,0.0,0.0,0.0,0.0,0.0,45.12190136142493,3.4496323751534677,14.178973882199102,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
Josh Inglis,Wicketkeeper,480,34.0,0.0,0.0,108.5,110.0,0.0,0.0,Australia,ODI,0.0,josh inglis,,,Wicketkeeper-Batter,0.0,0.0,0.0,0.0,0.0,45.07420379127543,0.0,11.037249887019005,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1
Keacy Carty,Batter,440,40.0,,0.0,78.6,88.0,0.0,0.0,West Indies,ODI,0.0,keacy carty,,,,0.0,0.0,0.0,0.0,0.0,44.68580929148667,0.0,10.917081726641399,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Saud Shakeel,Batter,290,36.25,,0.0,85.0,92.0,0.0,0.0,Pakistan,ODI,0.0,saud shakeel,,,,408.0,16.0,19.0,0.0,0.0,44.64083729677428,0.0,10.903167518597677,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
Wanindu Hasaranga,Bowling All-Rounder,280,25.45,,22.1,115.4,64.0,4.85,27.3,Sri Lanka,ODI,32.0,wanindu hasaranga,,Captain,All-Rounder,1135.0,57.0,69.0,0.0,0.0,44.51546082666703,17.02391235983046,26.29593485780558,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,4,1
Cameron Green,Batting All-Rounder,510,36.0,14.0,40.0,95.5,58.0,5.4,44.4,Australia,ODI,0.0,cameron green,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,44.32467054606904,1.5089622263628883,12.173165891722874,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,2,0
Lorcan Tucker,Wicketkeeper,410,37.27,0.0,0.0,89.0,95.0,0.0,0.0,Ireland,ODI,0.0,lorcan tucker,,,Wicketkeeper-Batter,0.0,0.0,0.0,0.0,0.0,44.207470802273136,0.0,10.769085150176348,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1
Clive Madande,Wicketkeeper,420,38.18,,0.0,84.6,120.0,0.0,0.0,Zimbabwe,ODI,0.0,clive madande,,,Wicketkeeper-Batter,0.0,0.0,0.0,0.0,0.0,44.176126684746315,0.0,10.75938736881254,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1
Ravindra Jadeja,Bowling All-Rounder,650,37.0,35.0,29.0,88.5,77.0,4.85,35.9,India,ODI,0.0,ravindra jadeja,,,,0.0,0.0,0.0,0.0,0.0,43.84769484457406,1.894940576421563,12.375466318485056,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,4,1
Kamil Mishara,Batter,510,36.42,,0.0,88.4,112.0,0.0,0.0,Sri Lanka,ODI,0.0,kamil mishara,,,Batter,0.0,0.0,0.0,0.0,0.0,43.27396121506153,0.0,10.480259922602102,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Imam-ul-Haq,Batter,490,37.6,,0.0,82.1,115.0,0.0,0.0,Pakistan,ODI,0.0,imam-ul-haq,,,,0.0,3.0,0.0,0.0,0.0,43.111789476553234,0.0,10.430084445111103,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Mitchell Santner,Bowling All-Rounder,650,36.0,30.0,29.0,88.5,75.0,4.65,37.4,New Zealand,ODI,0.0,mitchell santner,,Captain,All-Rounder,0.0,0.0,0.0,0.0,0.0,42.89374344158411,1.96712898901009,12.145752625947836,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,4,1
Axar Patel,Bowling All-Rounder,580,35.0,32.0,30.0,92.4,64.0,4.75,37.9,India,ODI,0.0,axar patel,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,42.737022853950045,1.9042103981938303,12.040230300947773,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,4,1
Sam Curran,Bowling All-Rounder,520,32.0,30.0,34.0,105.4,95.0,5.75,35.5,England,ODI,0.0,sam curran,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,42.53260469616648,1.517247057302236,11.626215681761948,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,4,1
Michael Bracewell,Batting All-Rounder,600,35.0,28.0,32.0,91.0,62.0,5.15,37.3,New Zealand,ODI,0.0,michael bracewell,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,42.45083743305305,1.72386440864198,11.788208248987388,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,2,0
Kamindu Mendis,Batting All-Rounder,310,34.44,,36.25,92.6,85.0,5.75,37.8,Sri Lanka,ODI,4.0,kamindu mendis,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,42.24369369983238,3.336455259480959,13.18587362118079,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,2,0
Brandon King,Batter,510,36.4,,0.0,82.4,115.0,0.0,0.0,West Indies,ODI,0.0,brandon king,,,Batter,0.0,0.0,0.0,0.0,0.0,42.028373240300354,0.0,10.09487852405778,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Marnus Labuschagne,Batter,580,36.0,4.0,50.0,84.1,92.0,5.8,51.7,Australia,ODI,0.0,marnus labuschagne,,,,0.0,0.0,0.0,0.0,0.0,41.99430354733643,1.2916206285447829,11.255144662086355,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
Saim Ayub,Batter,711,28.0,,35.5,99.4,82.0,8.25,25.8,Pakistan,ODI,4.0,saim ayub,,,Batter,751.0,17.0,17.0,3.0,0.0,41.584104444050745,2.920677870623183,12.604911462560018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Curtis Campher,Bowling All-Rounder,390,35.45,16.0,29.5,84.5,101.0,5.85,30.3,Ireland,ODI,0.0,curtis campher,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,41.55139753880538,1.5947847721099868,11.392918084108768,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,4,1
Connor Esterhuizen,Batter,230,28.75,,45.0,115.2,85.0,5.8,46.6,South Africa,ODI,4.0,dewald brevis,,,Batter,0.0,0.0,0.0,0.0,0.0,41.43556058272803,3.2026167790854054,12.814519795875288,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
