player_name,match_type,match_id,runs,balls_faced,fours,sixes,not_outs,strike_rate,avg,power_play_impact,match_winning_impact,death_overs_efficiency,pressure_handling,boundary_consistency,confidence_interval,form_index
A Davidson Soler,T20,04-Aug-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
A Davidson Soler,T20,2024,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
A Davidson Soler,T20,22-Aug-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
A Dhabe,T20,2025,195,0,0,0,0,12.75,12.18,5.1000000000000005,29.244,3.8249999999999997,6.09,0.0,0.41375,195.0
A Dhabe,T20,2026,182,0,0,0,0,7.36,16.54,2.9440000000000004,31.432,2.208,8.27,0.0,0.3868,187.35294117647058
A Dizija,T20,2025,265,211,26,11,1,125.59,24.09,100.0,45.772000000000006,92.67699999999999,27.045,52.60663507109005,0.95,265.0
A Donovan,T20,2025,355,211,25,22,5,168.24,59.16,100.0,82.828,100.0,100.0,66.82464454976304,0.8088,355.0
A Dutt,ODI,2024,393,0,0,0,0,14.57,18.71,5.828,54.268,4.3709999999999996,9.355,0.0,0.42284999999999995,393.0
A Dutt,ODI,2025,255,0,0,0,0,30.0,23.18,12.0,44.044,9.0,11.59,0.0,0.5,311.82352941176464
A Dutt,ODI,21-Aug-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,169.43835616438352
A Govorko,T20,2024,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
A Harris,T20,12-Jun-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
A Ilaoa,T20,17-Aug-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
A Ilaoa,T20,2024,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
A Johnson,ODI,05-Mar-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
A Johnson,ODI,2024,319,326,38,19,0,48.925,21.26,95.57,48.908,100.0,10.63,52.45398773006135,0.594625,187.64705882352942
A Kirschbaum,T20,2026,159,137,11,3,1,116.05,31.8,68.42,41.34,49.815,30.9,30.656934306569344,0.93025,159.0
A Kumal,ODI,2026,59,109,6,0,0,54.12,29.5,33.647999999999996,29.5,16.235999999999997,14.75,16.51376146788991,0.6206,59.0
A Limdawala,T20,2024,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
A Limdawala,T20,2025,362,377,32,13,0,48.01,18.1,83.20400000000001,50.68000000000001,79.40299999999999,9.05,35.80901856763926,0.59005,212.94117647058823
A Limdawala,T20,2026,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,115.70776255707761
A Manepalli,T20,2025,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
A Manepalli,T20,25-Jul-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
A Mansale,T20,20-Aug-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
A Mundra,T20,13-Jul-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
A Mundra,T20,2024,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
A Mundra,T20,2025,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
A Mundra,T20,2026,231,120,21,17,0,64.16666666666667,33.0,67.66666666666667,49.5,100.0,16.5,95.0,0.6708333333333334,91.19621002763522
A Paul,T20,06-May-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
A Paul,T20,19-Jun-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
A Phillip,TEST,2025,526,320,9,0,2,34.22666666666667,63.85,31.690666666666665,100.0,10.267999999999999,61.925,8.4375,0.5211333333333333,526.0
A Prashar,T20,26-Jul-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
A Saud,ODI,18-Sep-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
A Saud,ODI,2024,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
A Saud,ODI,22-Sep-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
A Saud,T20,2026,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
A Shahi,T20,2026,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
A Sharafu,ODI,2024,90,114,14,2,0,78.94,18.0,59.576,23.4,33.682,9.0,42.10526315789473,0.7447,90.0
A Sharafu,ODI,2025,176,223,15,7,0,39.46,19.55,45.784,33.24,46.838,9.775,29.59641255605381,0.5473,140.58823529411765
A Sharafu,T20,13-Feb-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
A Sharafu,T20,2024,770,547,82,31,4,70.38,38.5,100.0,100.0,100.0,79.25,61.97440585009141,0.7019,452.94117647058823
A Sharafu,T20,2025,664,489,56,33,2,67.89,36.88,100.0,95.90400000000001,100.0,48.44,54.60122699386503,0.6894499999999999,549.3150684931506
A Sharafu,T20,2026,185,170,16,6,0,108.82,23.12,75.52799999999999,36.996,62.645999999999994,11.56,38.82352941176471,0.8941,405.487564153178
A Sharma,ODI,05-Nov-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
A Sharma,ODI,06-May-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
A Sharma,ODI,20-Sep-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
A Sharma,ODI,2024,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
A Sharma,ODI,2025,255,315,31,4,0,40.475,28.33,78.19,48.164,32.1425,14.165,33.33333333333333,0.552375,91.95485197071869
A Sharma,ODI,2026,206,247,22,5,0,41.7,51.5,60.68000000000001,61.800000000000004,37.51,25.75,32.79352226720648,0.5585,130.73028760663274
A Sharma,ODI,25-Apr-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,87.99147644891706
A Sharma,ODI,30-Oct-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,59.97918039097048
A Sharma,T20,2026,172,137,16,7,1,62.77,34.4,57.108000000000004,44.72,53.831,32.2,50.36496350364963,0.66385,172.0
A Sharma,T20,31-Jan-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,70.8235294117647
A Shirai-Patmore,T20,2024,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
A Shirai-Patmore,T20,2026,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
A Shukla,T20,2025,391,0,0,0,0,17.0,19.55,6.800000000000001,54.74,5.1,9.775,0.0,0.435,391.0
A Wright,T20,2026,78,0,0,0,0,12.6,7.8,5.04,14.04,3.78,3.9,0.0,0.413,78.0
A Zampa,ODI,2024,450,0,0,0,0,31.53,30.0,12.612000000000002,69.0,9.459,15.0,0.0,0.50765,450.0
A Zampa,ODI,2025,513,0,0,0,0,32.56,32.06,13.024000000000001,76.94800000000001,9.768,16.03,0.0,0.5128,487.05882352941177
A Zampa,T20,2024,602,0,0,0,0,13.37,17.2,5.348,73.96000000000001,4.010999999999999,8.6,0.0,0.41685,602.0
A Zampa,T20,2025,389,0,0,0,0,15.17,22.88,6.0680000000000005,57.20399999999999,4.551,11.44,0.0,0.42585,476.70588235294116
A Zampa,T20,2026,187,0,0,0,0,11.69,14.38,4.676,30.204,3.5069999999999997,7.19,0.0,0.40845,344.4200913242009
AA Jangoo,ODI,2024,104,83,6,4,1,125.3,0.0,62.120000000000005,10.4,57.589999999999996,15.0,36.144578313253014,0.95,104.0
AA Jangoo,T20,2025,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AA Jangoo,T20,30-Sep-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AA Rahayu,T20,2025,272,0,0,0,0,7.025,14.31,2.8100000000000005,38.647999999999996,2.1075,7.155,0.0,0.38512500000000005,272.0
AA Rahayu,T20,2026,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,111.99999999999999
AA Senn,T20,14-Mar-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AA Senn,T20,2026,120,128,5,4,1,46.875,24.0,28.75,31.200000000000003,34.0625,27.0,21.09375,0.584375,70.58823529411765
AAP Atkinson,TEST,2024,1504,445,39,9,1,38.236666666666665,23.46,93.29466666666667,100.0,56.471,26.73,32.359550561797754,0.5411833333333333,1504.0
AAP Atkinson,TEST,2025,620,130,8,4,0,42.48333333333333,30.52,32.99333333333333,86.416,32.745,15.26,27.692307692307693,0.5624166666666666,984.0
AAP Atkinson,TEST,28-Nov-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,534.6849315068494
AAP Rivero,T20,2024,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AAP Rivero,T20,2026,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AD Mathews,TEST,2024,681,1401,63,6,1,24.3,40.05,100.0,100.0,37.29,35.025,14.775160599571734,0.4715,681.0
AD Mathews,TEST,2025,172,366,15,2,0,46.99,28.66,48.79600000000001,40.128,24.097,14.33,13.934426229508198,0.5849500000000001,381.5882352941177
AD Nath,ODI,2026,73,95,4,2,1,38.42,24.33,23.368000000000002,26.764,21.526,27.165,18.947368421052634,0.5421,73.0
ADS Fletcher,T20,2024,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AG Cremer,T20,19-Feb-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AG Cremer,T20,2026,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AGS Gous,ODI,18-Sep-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AGS Gous,ODI,2024,158,150,20,6,1,105.33,39.5,82.132,47.400000000000006,61.599,34.75,52.0,0.8766499999999999,92.94117647058823
AGS Gous,ODI,2025,247,330,22,5,0,37.42,27.44,58.968,46.652,36.226,13.72,24.545454545454547,0.5371,163.28767123287673
AGS Gous,T20,10-Feb-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AGS Gous,T20,2024,692,475,59,38,1,145.68,32.95,100.0,95.56,100.0,31.475,61.26315789473684,0.9216,407.05882352941177
AGS Gous,T20,2026,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,221.18721461187215
AGS Gous,T20,23-Feb-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,133.86498223450454
AJ Hosein,ODI,2025,82,0,0,0,0,20.0,13.66,8.0,19.128,6.0,6.83,0.0,0.45,82.0
AJ Hosein,T20,2024,531,0,0,0,0,20.08,23.08,8.032,71.564,6.023999999999999,11.54,0.0,0.45039999999999997,531.0
AJ Hosein,T20,2025,551,0,0,0,0,19.13,23.95,7.652,74.26,5.739,11.975,0.0,0.44565,542.7647058823529
AJ Hosein,T20,2026,260,0,0,0,0,16.8,26.0,6.720000000000001,46.8,5.04,13.0,0.0,0.434,413.648401826484
AJ Mosca,T20,2026,209,137,13,16,1,76.275,34.83,56.510000000000005,48.763999999999996,100.0,32.415,63.503649635036496,0.731375,209.0
AJ Parmar,T20,2024,141,0,0,0,0,8.33,7.83,3.3320000000000003,20.364,2.499,3.915,0.0,0.39165,141.0
AJ Parmar,T20,2025,313,0,0,0,0,17.62,19.56,7.048000000000001,46.948,5.2860000000000005,9.78,0.0,0.43810000000000004,242.1764705882353
AK Markram,ODI,19-Dec-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AK Markram,ODI,2024,167,213,10,4,1,39.2,33.4,35.68,43.42,31.759999999999998,31.7,19.71830985915493,0.546,98.23529411764706
AK Markram,ODI,2025,420,395,48,8,1,53.16,42.0,100.0,75.6,55.948,36.0,42.53164556962025,0.6158,245.15981735159818
AK Markram,T20,10-Jun-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AK Markram,T20,2024,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AK Markram,T20,2026,389,236,42,15,3,164.83,48.62,100.0,77.79599999999999,100.0,69.31,72.45762711864407,0.82585,177.6255707762557
AK Markram,TEST,03-Jan-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AK Markram,TEST,03-Jan-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AK Markram,TEST,05-Dec-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AK Markram,TEST,07-Aug-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AK Markram,TEST,14-Nov-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AK Markram,TEST,20-Oct-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AK Markram,TEST,2024,536,831,72,4,0,32.25,35.73,100.0,82.184,29.674999999999997,17.865,27.43682310469314,0.51125,175.23102870748482
AK Markram,TEST,2025,441,657,44,2,1,36.56666666666667,33.27,100.0,70.71600000000001,20.97,31.635,21.00456621004566,0.5328333333333333,259.8392135830265
AK Markram,TEST,22-Nov-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,178.60953914928123
AK Markram,TEST,26-Dec-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,123.46909637421103
AK Sah,ODI,02-Nov-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AK Sah,ODI,2024,369,392,38,12,2,31.376666666666665,36.9,88.55066666666667,66.42,69.413,48.45,38.26530612244898,0.5068833333333334,217.05882352941177
AK Sah,ODI,2025,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,117.94520547945206
AK Sah,T20,17-Oct-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AK Sah,T20,2024,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AL Phehlukwayo,ODI,2024,152,0,0,0,0,30.0,25.33,12.0,35.464,9.0,12.665,0.0,0.5,152.0
AM Fernando,ODI,2024,326,0,0,0,0,30.5,27.16,12.200000000000001,54.328,9.15,13.58,0.0,0.5025,326.0
AM Fernando,ODI,2025,490,0,0,0,0,11.39,21.3,4.556,66.04,3.4170000000000003,10.65,0.0,0.40695,422.47058823529414
AM Fernando,ODI,2026,172,0,0,0,0,72.0,86.0,28.8,86.0,21.599999999999998,43.0,0.0,0.71,308.1004566210046
AM Fernando,TEST,2024,906,0,0,0,0,20.2,24.48,8.08,100.0,6.06,12.24,0.0,0.451,906.0
AM Fernando,TEST,2025,267,0,0,0,0,59.0,33.37,23.6,53.396,17.7,16.685,0.0,0.645,530.1176470588235
AM Ghazanfar,ODI,2024,285,0,0,0,0,20.09,13.57,8.036,39.356,6.027,6.785,0.0,0.45045,285.0
AM Ghazanfar,TEST,2024,161,0,0,0,0,54.5,40.25,21.8,48.300000000000004,16.349999999999998,20.125,0.0,0.6225,161.0
AM Hardie,ODI,2024,131,153,12,2,0,42.81,18.71,41.124,28.068,22.843,9.355,27.45098039215686,0.56405,131.0
AM Hardie,ODI,21-Sep-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,53.94117647058823
AM Kimote,T20,2025,280,0,0,0,0,10.57,13.33,4.228000000000001,38.664,3.171,6.665,0.0,0.40285,280.0
AM Kimote,T20,22-Sep-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,115.29411764705883
AM Tribe,T20,16-Jun-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AN Lascu,T20,2025,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AN Toube,T20,2024,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AP Rajeevan,T20,2024,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AP Rajeevan,T20,2025,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AP Rajeevan,T20,28-Sep-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AP Yadav,T20,04-Feb-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AP Yadav,T20,07-May-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AP Yadav,T20,09-May-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AP Yadav,T20,12-Feb-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AP Yadav,T20,2024,587,498,68,12,3,58.935,29.35,100.0,82.18,77.6805,59.675,48.19277108433735,0.644675,211.67646316396812
AP Yadav,T20,2025,275,301,22,6,2,45.68,34.37,62.272000000000006,54.995999999999995,43.704,47.185,27.906976744186046,0.5784,233.20651305432875
AP Yadav,T20,2026,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,156.9658093532177
AP Yadav,T20,26-Apr-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,106.99537016948413
AR Bisht,ODI,2026,133,84,7,2,0,36.983333333333334,32.5,28.793333333333337,39.3,21.095,16.25,32.14285714285714,0.5349166666666667,133.0
AR McBrine,TEST,2024,256,201,12,0,1,55.805,60.5,46.322,74.0,16.7415,45.25,17.91044776119403,0.6290250000000001,256.0
AR McBrine,TEST,2025,644,363,21,0,1,61.045,38.33,66.418,95.06400000000001,18.3135,34.165,17.355371900826448,0.6552250000000001,484.2352941176471
AR Odedara,ODI,2024,126,278,12,2,1,45.32,42.0,42.128,46.2,23.596,36.0,15.107913669064748,0.5766,126.0
AR Odedara,ODI,2026,106,150,11,4,0,35.33,21.2,36.132,27.560000000000002,30.598999999999997,10.6,30.0,0.52665,114.23529411764706
AR Patel,ODI,2025,667,328,26,4,2,44.803333333333335,36.25,69.92133333333334,95.7,33.441,48.125,27.4390243902439,0.5740166666666667,667.0
AR Patel,T20,12-Feb-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AR Patel,T20,2024,326,0,0,0,0,6.9,16.3,2.7600000000000002,45.64,2.07,8.15,0.0,0.3845,191.76470588235296
AR Patel,T20,2025,326,0,0,0,0,16.58,19.17,6.632,47.93600000000001,4.973999999999999,9.585,0.0,0.4329,253.05936073059362
AR Patel,T20,2026,280,0,0,0,0,6.5,18.66,2.6,42.928,1.95,9.33,0.0,0.3825,263.6952230556652
AR Patel,TEST,2024,339,277,20,1,0,52.205,41.2,60.882000000000005,66.86,20.661499999999997,20.6,22.743682310469314,0.611025,339.0
AR Patwa,T20,04-Oct-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AR Ramjani,T20,2024,297,0,0,0,0,14.28,10.6,5.712,38.18,4.284,5.3,0.0,0.4214,297.0
ARI Umeed,ODI,2024,138,139,18,3,1,99.28,46.0,75.712,50.60000000000001,44.784,38.0,45.32374100719424,0.8464,138.0
AS Joseph,ODI,2024,415,0,0,0,0,26.86,27.66,10.744,63.628,8.058,13.83,0.0,0.4843,415.0
AS Joseph,ODI,2025,240,0,0,0,0,25.8,24.0,10.32,43.2,7.74,12.0,0.0,0.479,312.05882352941177
AS Joseph,T20,2024,579,0,0,0,0,18.4,26.31,7.359999999999999,78.94800000000001,5.52,13.155,0.0,0.442,579.0
AS Joseph,TEST,2024,1021,226,23,0,0,36.21666666666667,33.61,60.486666666666665,100.0,10.865,16.805,30.530973451327434,0.5310833333333334,1021.0
AS Joseph,TEST,2025,334,113,3,5,2,48.835,20.38,25.534000000000002,49.70399999999999,39.6505,40.19,21.238938053097346,0.594175,616.8823529411764
AS Samra,T20,2025,261,154,15,21,0,169.48,32.62,97.792,52.196,100.0,16.31,70.12987012987013,0.8026000000000001,261.0
AT Carey,ODI,12-Feb-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AT Carey,ODI,2024,164,154,15,4,1,53.245,82.0,51.298,82.0,35.9735,56.0,37.01298701298701,0.616225,96.47058823529412
AT Carey,ODI,2025,267,270,30,2,1,32.96,38.14,73.184,57.212,19.887999999999998,34.07,35.55555555555556,0.5148,174.337899543379
AT Carey,ODI,21-Sep-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,105.51125148045796
AT Carey,ODI,22-Feb-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,67.46312790739606
AT Carey,T20,2025,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AT Carey,TEST,03-Jan-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AT Carey,TEST,03-Jan-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AT Carey,TEST,03-Jul-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AT Carey,TEST,04-Dec-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AT Carey,TEST,04-Jan-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AT Carey,TEST,06-Dec-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AT Carey,TEST,06-Feb-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AT Carey,TEST,08-Mar-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AT Carey,TEST,11-Jun-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AT Carey,TEST,12-Jul-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AT Carey,TEST,14-Dec-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AT Carey,TEST,17-Dec-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AT Carey,TEST,17-Jan-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
AT Carey,TEST,2024,440,605,45,4,2,36.36,33.84,100.0,71.072,30.908,46.92,24.297520661157023,0.5318,132.9013677401456
AT Carey,TEST,2025,767,1010,78,7,1,37.97,47.93,100.0,100.0,46.391,38.965,25.24752475247525,0.5398499999999999,324.03839219854564
AT Carey,TEST,2026,32,40,4,0,1,26.666666666666668,32.0,18.666666666666668,28.8,8.0,31.0,30.0,0.48333333333333334,236.13474495842738
AT Carey,TEST,21-Nov-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,165.12914076891335
AT Carey,TEST,22-Nov-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,115.50959739909382
AT Carey,TEST,25-Jan-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,80.81717264801928
AT Carey,TEST,25-Jun-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,56.55265964878532
AT Carey,TEST,26-Dec-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,39.577380282067786
AT Carey,TEST,26-Dec-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,27.699522167480602
